Gen1:1 [1]起初[2]神[3]创造[4]诸天与地，
Gen12:15 法老的大臣看见了她，就在法老面前称赞她；那妇人就被带进法老的宫里去。
Gen12:16 法老因这妇人就善待亚伯兰，亚伯兰得了许多牛、羊、骆驼、公驴、母驴、仆人、婢女。
Gen12:17 耶和华因亚伯兰妻子撒莱的缘故，以大灾病击打法老和他全家。
Gen12:18 法老就召了亚伯兰来，说，你这向我作的是什么事？为什么没有告诉我，她是你的妻子？
Gen12:19 为什么说她是你的妹妹，以致我把她取来要作我的妻子？现在你的妻子在这里，把她带走罢。
Gen12:20 于是法老吩咐人将亚伯兰[1]和他妻子，并他所有的都送走了。
Gen13:1 亚伯兰带着他的妻子和一切所有的，以及罗得，都从埃及上南地去。
Gen13:2 亚伯兰的金、银、牲畜极多。
Gen13:3 他从南地继续往前行，直到[1]伯特利，到了伯特利和艾的中间，就是他起初支搭帐棚的地方，
Gen13:4 也是他先前筑坛的地方；他又在那里呼求耶和华的名。
Gen13:5 与亚伯兰同行的罗得，也有牛群、羊群、帐棚。
Gen13:6 那地容纳不下他们；因为他们的家产甚多，使他们不能同住一起。
Gen13:7 当时，迦南人与比利洗人在那地居住。牧养亚伯兰牲畜的人和牧养罗得牲畜的人起了[1]争执。
Gen13:8 亚伯兰就对罗得说，你我不可相争，你的牧人和我的牧人也不可相争，因为我们是弟兄。
Gen13:9 遍地不都在你面前么？请你离开我；你向左，我就向右；你向右，我就向左。
Gen13:10 罗得举目看见约但河的全平原，直到琐珥，都是滋润的；那地在耶和华毁灭所多玛、蛾摩拉以前，如同耶和华的园子，也像埃及地。
Gen13:11 于是罗得为自己选择约但河的全平原，往东迁移；他们就彼此分离了。
Gen13:12 亚伯兰住在迦南地；罗得住在平原的城邑，并且渐渐挪移帐棚，直到所多玛。
Gen13:13 所多玛人在耶和华面前罪大恶极。
Gen13:14 罗得离别亚伯兰以后，[1]耶和华对亚伯兰说，从你所在的地方，举目向东西南北观看；
Gen13:15 凡你所看见的一切地，我都要赐给你和你的后裔，直到永远。
Gen13:16 我也要使你的后裔如同[1]地上的尘沙那样多，人若能数算地上的尘沙，才能数算你的后裔。
Gen13:17 你起来，纵横走遍这地，因为我必把这地赐给你。
Gen13:18 亚伯兰就搬了[1]帐棚，来到[2]希伯仑[3]幔利的橡树那里居住，在那里为耶和华筑了一座坛。
Gen14:1 当暗拉非作示拿王，亚略作以拉撒王，基大老玛作以拦王，提达作戈印王的时候，
Gen14:2 他们都攻打所多玛王比锐、蛾摩拉王比沙、押玛王示纳、洗扁王善以别、和比拉王；比拉就是琐珥。
Gen14:3 这五王都在西订谷会合；西订谷就是[1]盐海。
Gen14:4 他们已经服事基大老玛十二年，到第十三年就背叛了。
Gen14:5 第十四年，基大老玛和同盟的王都来在亚特律加宁，击败了利乏音人；在哈麦击败了苏西人，在沙微基列亭击败了以米人，
Gen14:6 在西珥山击败了何利人，一直追击到靠近旷野的伊勒巴兰。
Gen14:7 他们回到安密巴，就是加低斯，击败了亚玛力全地的人，以及住在哈洗逊他玛的亚摩利人。
Gen14:8 于是所多玛王、蛾摩拉王、押玛王、洗扁王、和比拉王（比拉就是琐珥）都出来，在西订谷摆阵，与他们交战，
Gen14:9 就是与以拦王基大老玛、戈印王提达、示拿王暗拉非、以拉撒王亚略交战；乃是四王与五王交战。
Gen14:10 西订谷有许多石漆坑；所多玛王和蛾摩拉王逃跑，掉在坑里，其余的人都往山地逃跑。
Gen14:11 四王就把所多玛和蛾摩拉所有的财物，并一切的粮食，都掳掠去了；
Gen14:12 又把亚伯兰的侄儿罗得和罗得的财物掳掠去了，当时罗得正住在所多玛。
Gen14:13 有一个逃出来的人，来告诉[1]希伯来人亚伯兰；亚伯兰正住在亚摩利人幔利的橡树那里。幔利和以实各并亚乃都是弟兄，曾与亚伯兰联盟。
Gen14:14 亚伯兰听见他[1]侄儿被掳去，就率领他家里生养的精练壮丁三百一十八人，直追到但，
Gen14:15 便在夜间，自己同仆人分队击败敌人，又追到大马色北边的何把，
Gen14:16 将一切财物夺回来，连他侄儿罗得和他的财物，以及妇女、人民也都夺回来。
Gen14:17 亚伯兰击败基大老玛和与他同盟的王回来的时候，所多玛王出来，在沙微谷迎接他；沙微谷就是王谷。
Gen14:18 又有[1]撒冷王[2]麦基洗德带着饼和酒出来迎接；他是至高神的[3]祭司。
Gen14:19 他为亚伯兰[1]祝福，说，愿[2]天地的主、至高的神赐福与亚伯兰；
Gen14:20 至高的神把敌人交在你手里，是当受颂赞的。[1]亚伯兰就将所得的一切，拿了十分之一给他。
Gen14:21 所多玛王对亚伯兰说，你把[1]人口给我，财物你自己拿去罢。
Gen14:22 但亚伯兰对所多玛王说，我已经向天地的主，至高的神耶和华举手起誓；
Gen14:23 凡是你的东西，就是一根线、一根鞋带，我[1]都不拿，免得你说，我使亚伯兰富足。
Gen14:24 只有仆人们所吃的，并与我同行的亚乃、以实各、幔利所应得的分，可以任凭他们拿去。
Gen15:1 [1]这些事以后，耶和华的话在异象中临到亚伯兰，说，亚伯兰，你不要惧怕；我是你的[2]盾牌，是你极大的[2]赏赐。
Gen15:2 亚伯兰说，主耶和华阿，我快要去世了还没有儿子，你还赐我什么呢？那要承受我家业的，是大马色人以利以谢。
Gen15:3 亚伯兰又说，你没有给我[1]后裔；[2]那在我家中的仆人，就是我的后嗣。
Gen15:4 但耶和华的话临到他说，这人必不成为你的后嗣；你[1]本身将要生的，才是你的后嗣。
Gen15:5 于是领他走到外边，说，你向天观看，数算[1]众星，能数得过来么？又对他说，你的后裔将要如此。
Gen15:6 亚伯兰[1]信耶和华，耶和华就以此算为他的义。
Gen15:7 耶和华又对他说，我是耶和华，曾领你出了迦勒底的吾珥，为要将这地赐你为业。
Gen15:8 亚伯兰说，主耶和华阿，[1]我怎能知道必得这地为业呢？
Gen15:9 祂说，你为我取一只三岁的[1]母牛、一只三岁的母山羊、一只三岁的公绵羊、一只斑鸠、一只雏鸽。
Gen15:10 亚伯兰就[1]取了这些来，每样从中剖开，分成两半，一半对着一半的摆列，只有鸟没有剖开。
Gen15:11 有[1]鸷鸟下来，落在死畜的肉上，亚伯兰就把它们吓飞了。
Gen15:12 日头正落的时候，亚伯兰沉沉的睡了；忽然有惊人的大黑暗落在他身上。
Gen15:13 耶和华对亚伯兰说，你要确实知道，你的后裔必寄居别人的地，又服事那地的人；那地的人要[1]苦待他们[2]四百年。
Gen15:14 但他们所要服事的那国，我要惩罚，后来他们必带着许多财物从那里出来。
Gen15:15 至于你，你要享大寿数，被人埋葬，平平安安的归到你列祖那里。
Gen15:16 到了第四代，他们必回到此地，因为亚摩利人的罪孽还没有满盈。
Gen15:17 日落天黑，不料有冒烟的[1]炉并烧着的[1]火把，从那些肉块中经过。
Gen15:18 当那日，耶和华与亚伯兰立约，说，我已赐给你的后裔，从[1]埃及河直到伯拉大河之地，
Gen15:19 就是基尼人、基尼洗人、甲摩尼人、
Gen15:20 赫人、比利洗人、[1]利乏音人、
Gen15:21 亚摩利人、迦南人、革迦撒人、耶布斯人之地。
Gen16:1 亚伯兰的妻子[1]撒莱没有给他生儿女。撒莱有一个使女，名叫[1]夏甲，是埃及人。
Gen16:2 撒莱对亚伯兰说，耶和华使我不能生育，求你和我的使女同房，或者我可以因她[1]得孩子。亚伯兰听了撒莱的话。
Gen16:3 于是亚伯兰的妻子撒莱，将使女埃及人夏甲给了她丈夫为妻；那时亚伯兰在迦南地已经住了十年。
Gen16:4 亚伯兰与夏甲同房，夏甲就怀了孕；她见自己有孕，就轻看她的主母。
Gen16:5 撒莱对亚伯兰说，愿我受的屈辱归到你身上。我将我的使女放在你怀中，她见自己有了孕，竟轻看我。愿耶和华在你我中间行判断。
Gen16:6 亚伯兰对撒莱说，使女在你手下，你看怎样好，就怎样待她罢。于是撒莱苦待她，她就从撒莱面前逃走了。
Gen16:7 [1]耶和华的使者在旷野往书珥路上的水泉旁遇见她，
Gen16:8 对她说，撒莱的使女夏甲，你从那里来？要往那里去？夏甲说，我从我的主母撒莱面前逃出来。
Gen16:9 耶和华的使者对她说，你回到你主母那里，服在她手下；
Gen16:10 又说，我必使你的后裔极其繁多，甚至不可胜数；
Gen16:11 并说，你如今怀孕要生一个儿子，可以给他起名叫[1]以实玛利，因为耶和华听见了你的苦情。
Gen16:12 他为人必像野驴；他的手要攻打人，人的手也要攻打他；他必住在众弟兄的[1]东边。
Gen16:13 夏甲就称那对她说话之耶和华的名为：[1]你是启示自己的神；因为她说，[2]祂向我启示了祂自己，我在这里居然还存活么？
Gen16:14 所以这井名叫[1]庇耳拉海莱；这井在加低斯和巴列之间。
Gen16:15 后来夏甲给亚伯兰生了一个儿子；亚伯兰给他起名叫[1]以实玛利。
Gen16:16 夏甲给亚伯兰生以实玛利的时候，亚伯兰年八十六岁。
Gen17:1 亚伯兰年[1]九十九岁的时候，耶和华向他显现，对他说，我是[2]全足的神；你要[3]行在我面前，并且要[3]完全；
Gen17:2 我要与你立约，使你的后裔极其增多。
Gen17:3 亚伯兰面伏于地；神又与他谈话，说，
Gen17:4 我与你立的约是这样：你要成为多[1]国的父。
Gen17:5 你的名不要再叫[1]亚伯兰，要叫[2]亚伯拉罕，因为我已立你作多国的父。
Gen17:6 我必使你的后裔极其繁多；我必使多国从你而立，多王从你而出。
Gen17:7 我必与你并你世世代代的后裔坚立我的约，作永远的约，为要作你和你后裔的神。
Gen17:8 我要将你寄居的地，就是迦南全地，赐给你和你的后裔永远为业，我也必作他们的神。
Gen17:9 神又对亚伯拉罕说，至于你，你和你的后裔当世世代代遵守我的约。
Gen17:10 你们所有的男子都要受[1]割礼；这就是我与你并你的后裔所立的约，是你们所当遵守的。
Gen17:11 你们都要受割礼，这是我与你们[1]立约的记号。
Gen17:12 你们世世代代的男子，无论是家里生的，或是在你后裔之外用银子从外人买的，生下来[1]第八日，都要受割礼。
Gen17:13 你家里生的和你用银子买的，都必须受割礼。这样，我的约就立在你们肉体上作永远的约。
Gen17:14 但不受割礼的男子必[1]从民中剪除，因他背了我的约。
Gen17:15 神又对亚伯拉罕说，至于你的妻子[1]撒莱，不可再叫撒莱，她的名要叫[2]撒拉。
Gen17:16 我必赐福给她，也要使你[1]从她得一个儿子。我必赐福给她，她也要作多国之母，必有多民的君王从她而出。
Gen17:17 亚伯拉罕就面伏于地笑了，心里说，一百岁的人还能得孩子么？撒拉已经九十岁了，还能生孩子么？
Gen17:18 亚伯拉罕对神说，但愿以实玛利活在你面前。
Gen17:19 神说，不然，你妻子撒拉必给你生一个儿子，你要给他起名叫[1]以撒。我要[2]与他坚定所立的约，作他后裔永远的约。
Gen17:20 至于以实玛利，我也应允你；我已赐福给他，使他繁衍，极其增多。他必生十二个首领；我也要使他成为大国。
Gen17:21 到明年这[1]约定的日期，撒拉必给你生以撒，我要与他坚定所立的约。
Gen17:22 神和亚伯拉罕谈完了话，就离开他升上去了。
Gen17:23 正当那日，亚伯拉罕遵着神对他所说的，给他的儿子以实玛利和家里的一切男子，无论是在家里生的，是用银子买的，都行了割礼。
Gen17:24 亚伯拉罕受割礼的时候年九十九岁。
Gen17:25 他儿子以实玛利受割礼的时候年十三岁。
Gen17:26 正当那日，亚伯拉罕和他儿子以实玛利一同受了割礼。
Gen17:27 家里所有的男人，无论是在家里生的，是用银子从外人买的，也都与他一同受了割礼。
Gen18:1 耶和华在幔利橡树那里向亚伯拉罕显现。那时天正热，亚伯拉罕坐在帐棚口。
Gen18:2 他举目观看，见有三个[1]人在对面站着。他一看见，就从帐棚口跑去迎接他们，俯伏在地，
Gen18:3 说，我主，我若在你眼前蒙恩，求你不要离开仆人往前去。
Gen18:4 让我拿点水来，你们洗洗脚，在树下歇息歇息。
Gen18:5 我再拿一点饼来，你们可以加添心力，然后往前去。你们既到仆人这里来，理当如此。他们说，就照你说的行罢。
Gen18:6 亚伯拉罕急忙进帐棚见撒拉，说，你快快拿[1]三细亚细面调和作[2]饼。
Gen18:7 亚伯拉罕又跑到牛群里，牵了一只又嫩又好的牛犊来，交给仆人，仆人急忙预备好了。
Gen18:8 亚伯拉罕又取了奶酪和奶，并预备好的牛犊来，摆在他们面前，自己在树下站在旁边，他们就吃了。
Gen18:9 他们问亚伯拉罕说，你妻子撒拉在那里？他说，在帐棚里。
Gen18:10 [1]其中一位说，[2]到明年这时候，我必回到你这里；你的妻子撒拉必生一个儿子。撒拉在[3]那位后边的帐棚口也听见了这话。
Gen18:11 亚伯拉罕和撒拉年纪老迈，撒拉的月经已经停了。
Gen18:12 撒拉心里暗笑，说，我既已衰败，我主也老迈，岂能有这乐贀£呢？
Gen18:13 耶和华对亚伯拉罕说，撒拉为什么笑，说，我既年迈，果真能生孩子么？
Gen18:14 耶和华岂有[1]难成的事么？到了[2]约定的日期，明年这时候，我必回到你这里，撒拉必生一个儿子。
Gen18:15 撒拉就害怕，不承认，说，我没有笑；那位说，不然，你实在笑了。
Gen18:16 三人就从那里起身，向所多玛观望；亚伯拉罕也与他们同行，要送他们一程。
Gen18:17 耶和华说，[1]我所要作的事，岂可瞒着亚伯拉罕么？
Gen18:18 亚伯拉罕必要成为又大又强的国，并且地上的万国都必因他得福。
Gen18:19 我[1]眷顾他，为要叫他吩咐他的子孙和他以后的家属，遵守我耶和华的道，秉行公义和公理，使我论到亚伯拉罕的话，都成就在他身上。
